content,sentiment
"找斑竹公告",0.061127611389648506
"俞老荣任论坛的总斑竹",0.20192773630245242
"专家姓名：钱荣立",0.2520053048735027
"酒精摄入与HDL-C水平升高有关",0.39306237528766663
"19日-21日禁止发娱乐性帖子，必删",0.000353260096425112
"qq273007341 收回",0.1837233963534416
"免费网络硬盘申请，支持多台电脑同步",0.3400567509242549
"垃圾广告太多了。受不了了",0.005890102906118355
"支持QQ号登陆论坛,QQ绑定论坛帐号",0.03070996086297373
"zhang-bj帐号收回",0.028133439051569287
"接通知，抢楼暂时关闭，已经抢的真实有效",0.2655423958854126
"关于抢楼活动时间楼层错乱的一些技术解释",0.22823721695880206
"以下是罗氏官网给出的抢楼活动获奖名单",0.24302358060414975
"唉,gmail又上不了，只能翻墙上",0.1590169136431242
"请帮忙 ping bbs.tnbz.com 报IP，及结果
",0.014613614792626128
"[原创]""糖人""杯第5届美食大赛公告
",0.34273114572095
"[原创]""糖人""杯第5届美食大赛评审细则
",0.31947741941444896
"[原创]""糖人""杯第5届美食大赛热招美食达人评委5名
",0.026103279813443403
"发表不和谐言论会让论坛关门的
",0.32844096153894786
"[原创]""糖人""杯第5届美食大赛奖项设置
",0.19727525472632157
"最近管理员比较忙
",0.21448979305614868
"上海“联合国糖尿病日”举办大型宣传咨询
",0.3353236312061162
"在整理大家的数据，评委找好了。
",0.17608728268239804
"紧急通知:设置简单登录密码的请立即修改
",0.012589427008613652
"[原创]""糖人""杯第5届美食大赛请投票(可投3票）
",0.020267793083484142
"长沙三诺看来要准备上市了
",0.32719906417647937
"[原创]警示:罗氏罗康全乐采采血针有假货高仿货
",0.2267070842572223
"北京的空气污染让人没法活了
",0.07836763849200923
"帐号不能登陆的请在此跟帖
",0.01087570877103139
"使用胰岛素 不会增加肿瘤风险
",0.3379951203343815
"老顽童008,英辰,dreamhk,shirleyli请看过来，留快递地址
",0.021809724333441083
"认识尿微量白蛋白
",0.0640808453829721
"免费领！三诺尿微量白蛋白测试条-征文有奖
",0.33288845098024045
"北京规定微博用户须实名注册 非实名将禁言
",0.00528970060395717
